GRID DEGREE,GRID SIZE,NUM TYPES,INITIALIZATION,UTILITY,STEPS,evenness,# colorful edges,Is max (evenness),Is max (# colorful edges)
GRID_4DEG_WORLD,20x20,4,random_init,TypeCountingDiversityUtility,62.36666666666667,0.001245222673756403,0.9778749999999999,0,0
GRID_4DEG_WORLD,20x20,4,random_init,DifferenceCountDiversityUtility,65.56666666666666,0.0011925806635204237,0.9925416666666667,0,0
GRID_4DEG_WORLD,20x20,4,random_init,AvgDiffTypeCountingDiversityUtility,75.83333333333333,0.0011977745069978948,0.9980833333333334,0,1
GRID_4DEG_WORLD,20x20,4,schelling_random_init,BinaryDiversityUtility,24.633333333333333,0.0011432863178120057,0.5377083333333332,0,0
GRID_4DEG_WORLD,20x20,4,schelling_random_init,TypeCountingDiversityUtility,116.3,0.0011651120819335318,0.975125,1,0
GRID_4DEG_WORLD,20x20,4,schelling_random_init,DifferenceCountDiversityUtility,115.73333333333333,0.0010281122277242928,0.9927499999999999,0,0
GRID_4DEG_WORLD,20x20,4,schelling_random_init,AvgDiffTypeCountingDiversityUtility,122.9,0.0010544262937444585,0.9984583333333333,0,1
GRID_4DEG_WORLD,20x20,5,random_init,BinaryDiversityUtility,0.1,0.0,0.8004583333333333,1,0
GRID_4DEG_WORLD,20x20,5,random_init,TypeCountingDiversityUtility,55.3,0.0,0.9909583333333333,0,0
GRID_4DEG_WORLD,20x20,5,random_init,DifferenceCountDiversityUtility,55.86666666666667,0.0,0.9970833333333332,0,0
GRID_4DEG_WORLD,20x20,5,random_init,AvgDiffTypeCountingDiversityUtility,61.266666666666666,0.0,1.0,0,1
GRID_4DEG_WORLD,20x20,5,schelling_random_init,BinaryDiversityUtility,19.933333333333334,0.0,0.521,1,0
GRID_4DEG_WORLD,20x20,5,schelling_random_init,TypeCountingDiversityUtility,118.3,0.0,0.9893750000000001,0,0
GRID_4DEG_WORLD,20x20,5,schelling_random_init,DifferenceCountDiversityUtility,114.76666666666667,0.0,0.9967083333333334,0,0
