GRID DEGREE,NUM TYPES,INITIALIZATION,UTILITY,STEPS,soc. wel. (Entropy),# colorful edges,Is max (soc. wel. (Entropy)),Is max (# colorful edges)
GRID_8DEG_WORLD,4,random_init,TypeCountingDiversityUtility,24.8,0.9327135517369983,0.830575,0,0
GRID_8DEG_WORLD,4,random_init,DifferenceCountDiversityUtility,86.64,0.9548378404499861,0.9224937499999999,0,0
GRID_8DEG_WORLD,4,random_init,EntropyDivertiyUtility,95.77,0.9579032661422028,0.9186812500000002,1,0
GRID_8DEG_WORLD,4,random_init,AvgDiffTypeCountingDiversityUtility,84.27,0.9574180627143918,0.922825,0,1
GRID_8DEG_WORLD,4,schelling_init,BinaryDiversityUtility,10.35,0.573436417106652,0.47825,0,0
GRID_8DEG_WORLD,4,schelling_init,TypeCountingDiversityUtility,76.49,0.8948956902280162,0.8210625,0,0
GRID_8DEG_WORLD,4,schelling_init,DifferenceCountDiversityUtility,148.43,0.9499742102685245,0.9280999999999999,0,1
GRID_8DEG_WORLD,4,schelling_init,EntropyDivertiyUtility,170.08,0.9524821257143986,0.9246062499999997,1,0
GRID_8DEG_WORLD,4,schelling_init,AvgDiffTypeCountingDiversityUtility,147.0,0.9514935830980349,0.9279625,0,0
GRID_8DEG_WORLD,5,random_init,BinaryDiversityUtility,0.0,0.8523979224023478,0.8006000000000002,0,0
GRID_8DEG_WORLD,5,random_init,TypeCountingDiversityUtility,48.96,0.9402176157778822,0.9183375000000003,0,0
GRID_8DEG_WORLD,5,random_init,DifferenceCountDiversityUtility,84.06,0.948536542118144,0.9590875,0,0
GRID_8DEG_WORLD,5,random_init,EntropyDivertiyUtility,117.62,0.955545017962327,0.9633250000000001,0,0
GRID_8DEG_WORLD,5,random_init,AvgDiffTypeCountingDiversityUtility,99.13,0.9559025865412046,0.9676625,1,1
GRID_8DEG_WORLD,5,schelling_init,BinaryDiversityUtility,8.9,0.5346340708797781,0.4986124999999999,0,0
GRID_8DEG_WORLD,5,schelling_init,TypeCountingDiversityUtility,105.24,0.9180327490979374,0.9138250000000001,0,0
GRID_8DEG_WORLD,5,schelling_init,DifferenceCountDiversityUtility,157.63,0.9407901282097559,0.9641124999999998,0,0
GRID_8DEG_WORLD,5,schelling_init,EntropyDivertiyUtility,208.03,0.9505053046370853,0.9666,0,0
GRID_8DEG_WORLD,5,schelling_init,AvgDiffTypeCountingDiversityUtility,174.33,0.9509484388066088,0.9716437499999999,1,1
GRID_8DEG_WORLD,6,random_init,BinaryDiversityUtility,0.0,0.8419826466495541,0.8339125000000002,0,0
GRID_8DEG_WORLD,6,random_init,TypeCountingDiversityUtility,62.7,0.9426533838945013,0.9619000000000001,0,0
GRID_8DEG_WORLD,6,random_init,DifferenceCountDiversityUtility,82.92,0.9449665374696994,0.9810875000000001,0,0
GRID_8DEG_WORLD,6,random_init,EntropyDivertiyUtility,124.92,0.9507506300247445,0.9860125000000001,0,0
GRID_8DEG_WORLD,6,random_init,AvgDiffTypeCountingDiversityUtility,109.83,0.9524546280492844,0.9919437500000001,1,1
GRID_8DEG_WORLD,6,schelling_init,BinaryDiversityUtility,12.94,0.44410316515366616,0.44922500000000004,0,0
GRID_8DEG_WORLD,6,schelling_init,TypeCountingDiversityUtility,132.45,0.924892070674543,0.95676875,0,0
GRID_8DEG_WORLD,6,schelling_init,DifferenceCountDiversityUtility,182.06,0.9320634239160394,0.9853875,0,0
GRID_8DEG_WORLD,6,schelling_init,EntropyDivertiyUtility,238.76,0.9449863281422938,0.9881999999999997,0,0
GRID_8DEG_WORLD,6,schelling_init,AvgDiffTypeCountingDiversityUtility,187.69,0.9466801422300583,0.9937,1,1
GRID_8DEG_WORLD,7,random_init,BinaryDiversityUtility,0.0,0.8187701252271657,0.858,0,0
GRID_8DEG_WORLD,7,random_init,TypeCountingDiversityUtility,65.49,0.9189936906852119,0.980175,0,0
GRID_8DEG_WORLD,7,random_init,DifferenceCountDiversityUtility,78.47,0.9204538728372742,0.99089375,0,0
GRID_8DEG_WORLD,7,random_init,EntropyDivertiyUtility,121.09,0.9237793264136794,0.9954062500000002,0,0
GRID_8DEG_WORLD,7,random_init,AvgDiffTypeCountingDiversityUtility,100.94,0.9257777017632927,0.9986000000000002,1,1
GRID_8DEG_WORLD,7,schelling_init,BinaryDiversityUtility,5.33,0.5074044357809434,0.5395375000000001,0,0
GRID_8DEG_WORLD,7,schelling_init,TypeCountingDiversityUtility,131.44,0.906034106189839,0.97794375,0,0
GRID_8DEG_WORLD,7,schelling_init,DifferenceCountDiversityUtility,159.59,0.9080728468118849,0.9923125,0,0
GRID_8DEG_WORLD,7,schelling_init,EntropyDivertiyUtility,223.12,0.9179150142687104,0.9956687500000001,0,0
GRID_8DEG_WORLD,7,schelling_init,AvgDiffTypeCountingDiversityUtility,182.84,0.9179881665854984,0.9988750000000001,1,1
GRID_8DEG_WORLD,8,random_init,BinaryDiversityUtility,0.0,0.7891430562512792,0.8751187500000002,0,0
GRID_8DEG_WORLD,8,random_init,TypeCountingDiversityUtility,63.37,0.8834437638687517,0.98801875,0,0
GRID_8DEG_WORLD,8,random_init,DifferenceCountDiversityUtility,72.31,0.8845503532767951,0.9951312500000001,0,0
GRID_8DEG_WORLD,8,random_init,EntropyDivertiyUtility,119.16,0.8850315119456134,0.9954000000000002,0,0
GRID_8DEG_WORLD,8,random_init,AvgDiffTypeCountingDiversityUtility,89.51,0.8877048907200819,0.99988125,1,1
GRID_8DEG_WORLD,8,schelling_init,BinaryDiversityUtility,3.85,0.4947135307728645,0.5596375,0,0
GRID_8DEG_WORLD,8,schelling_init,TypeCountingDiversityUtility,133.45,0.8710410463316076,0.9864875,0,0
GRID_8DEG_WORLD,8,schelling_init,DifferenceCountDiversityUtility,154.39,0.868158260920549,0.9952312500000001,0,0
GRID_8DEG_WORLD,8,schelling_init,EntropyDivertiyUtility,233.65,0.8791157853160881,0.9959500000000001,0,0
GRID_8DEG_WORLD,8,schelling_init,AvgDiffTypeCountingDiversityUtility,173.49,0.879139084839434,0.99984375,1,1
